nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude,pk_localizacao
RUA 126,59,53437530,MARANGUAPE I,PAULISTA,PE,"-7,9564599","-34,8570418",18895
AVENIDA IDELFONSO SIMOES LOPES,1840,95520000,CENTRO,OSORIO,RS,"-29,9016844","-50,2648524",18896
RUA CAMPANARIO,998,39860000,CENTRO,NANUQUE,MG,"-17,8436491","-40,3449709",18897
RUA ESPIRITO SANTO,1059,30160031,CENTRO,BELO HORIZONTE,MG,"-19,9240358","-43,9384257",18898
RUA VISCONDE DE TAUNAY,197,13171815,PARQUE RESIDENCIAL CASARAO,SUMARE,SP,"-22,8216149","-47,2664362",18899
ESTRADA CAICARA,289,87630000,ZONA RURAL,ATALAIA,PR,"-23,1157079","-52,0851258",18900
AVENIDA FRANCISCO TAQUES,43,03968070,PARQUE COLONIAL,SAO PAULO,SP,"-23,6033768","-46,4721312",18901
RUA DOIS,38,11680000,JD TROPICAL,UBATUBA,SP,"-23,4196919","-45,0682047",18902
RUA DOUTOR NUNES,82,21021370,OLARIA,RIO DE JANEIRO,RJ,"-22,8449062","-43,2668058",18903
RUA PORTO ALEGRE,SN,98300000,,PALMEIRA DAS MISSOES,RS,"-27,9147291","-53,315205",18904
RUA PAULISTA,191,85816000,SAO CRISTOVAO,CASCAVEL,PR,"-24,9439427","-53,4350695",18906
RUA AFONSO CELSO,225,40140080,BARRA,SALVADOR,BA,"-13,0086347","-38,5300879",18908
ESTRADA MUNICIPAL DO CASTANHO,3951,13212390,CASTANHO,JUNDIAI,SP,"-23,1857076","-46,8978057",18909
AVENIDA ARGENTINA,1657,83405420,RIO VERDE,COLOMBO,PR,"-25,3736086","-49,1952627",18910
RUA ANGELO BIGI,163,36060620,LINHARES,JUIZ DE FORA,MG,"-21,7339497","-43,3255033",18912
RUA GAVIAO PEIXOTO,59,24230090,ICARAI,NITEROI,RJ,"-22,9017772","-43,1120442",18913
QUADRA DIRCEU ARCOVERDE I,20,64077180,ITARARE,TERESINA,PI,"-5,0909598","-42,8044937",18915
RUA BATISTA DE CARVALHO,,17053460,CENTRO,BAURU,SP,"-22,3228863","-49,074676",18917
RUA IPIRANGA,91,84600000,CENTRO,UNIAO DA VITORIA,PR,"-26,2287387","-51,0869264",18919
RUA DAVID CALDAS,353,64000190,CENTRO,TERESINA,PI,"-5,088479","-42,8143091",18921
RUA PROFESSORA ENOE SCHUTEL,48,88036280,TRINDADE,FLORIANOPOLIS,SC,"-27,5882364","-48,5225312",18922
RUA PRESIDENTE VARGAS,336,37820000,CENTRO,ARCEBURGO,MG,"-21,3645954","-46,9397083",18923
RUA TRES,85,13390000,JARDIM SANTO ANTONI,RIO DAS PEDRAS,SP,"-22,8297791","-47,5950236",18924
RUA DO ACRE,163,03181100,VILA BERTIOGA,SAO PAULO,SP,"-23,5600348","-46,5838554",18926
AVENIDA MARECHAL RONDON,1580,76970000,CENTRO,PIMENTA BUENO,RO,"-11,6804724","-61,186909",18927
RUA FLORIANO PEIXOTO,167,38430000,CENTRO,TUPACIGUARA,MG,"-18,5950456","-48,6930805",18929
RUA CONCEICAO DO PARA,480,31080020,SANTA INES,BELO HORIZONTE,MG,"-19,891163","-43,9126056",18930
RUA DOUTOR ZUQUIM,1322,08210040,SANTANA,SAO PAULO,SP,"-23,4937501","-46,6229037",18932
RUA CASTRO ALVES,68,95650000,FIGUEIRA,IGREJINHA,RS,"-29,5603115","-50,7933839",18934
AVENIDA GOVERNADOR ABREU SODRE,1185,11680000,PEREQUE ACU,UBATUBA,SP,"-23,4185859","-45,0601113",18936
RODOVIA ARAPONGAS ASTORGA,,86700000,,ARAPONGAS,PR,"-23,4157731","-51,4264048",18938
AVENIDA TANCREDO NEVES,1283,41820020,CAMINHO DAS ARVORES,SALVADOR,BA,"-12,9813056","-38,4551499",18939
RUA SENADOR PINHEIRO,2841,97800000,CENTRO,SAO LUIZ GONZAGA,RS,"-28,4126471","-54,9289375",18940
AVENIDA OSCAR DE ALMEIDA GAMA,145,27213260,ATERRADO,VOLTA REDONDA,RJ,"-22,5068664","-44,0913301",18941
RUA MAJOR FREIRE,415,04304110,VILA MONTE ALEGRE,SAO PAULO,SP,"-23,6279503","-46,6368149",18942
AVENIDA GUILHERME SCHELL,10160,92420000,CENTRO,CANOAS,RS,"-29,917088","-51,1828552",18944
RUA GENERAL ARGOLO,32,20921392,SAO CRISTOVAO,RIO DE JANEIRO,RJ,"-22,898027","-43,2239773",18945
RUA PADRE CAMILO TORREND,432,42850000,CENTRO,DIAS D AVILA,BA,"-12,6077507","-38,301198",18946
AVENIDA SAO PAULO,1122,87890000,CENTRO,TERRA RICA,PR,"-22,7248986","-52,6203238",18948
RUA VIRGILIO DAMASIO,4,40020020,SE,SALVADOR,BA,"-12,9722184","-38,5014136",18950
RUA LUIZ DE BRITO,90,93415070,OURO BRANCO,NOVO HAMBURGO,RS,"-29,7061915","-51,1307695",18952
RUA MARECHAL FLORIANO,1328,35010141,CENTRO,GOVERNADOR VALADARES,MG,"-18,8602872","-41,9485925",18954
RUA OSWALDO CRUZ,319,11045905,BOQUEIRAO,SANTOS,SP,"-23,9652112","-46,3211",18955
RUA DOLORES ROMERO,29,06774170,PARQUE JACARANDA,TABOAO DA SERRA,SP,"-23,6078322","-46,7528802",18957
RUA CARDOSO DE OLIVEIRA,84,47100000,CENTRO,BARRA,BA,"-11,0927419","-43,142116",18959
RUA RUI BARBOSA,220,91570280,LOMBA DO PINHEIRO,PORTO ALEGRE,RS,"-30,1184007","-51,1003027",18960
RUA LUIZ CAROLI,219,88817530,VILA ISABEL,CRICIUMA,SC,"-28,6706034","-49,4235009",18962
RUA VENANCIO AIRES,566,99500000,,CARAZINHO,RS,"-28,2873418","-52,7932611",18964
AVENIDA PARANA,SN,85470000,CENTRO,CATANDUVAS,PR,"-25,2045869","-53,1536562",18965
AVENIDA BRASIL,469,98801590,BOA ESPERANCA,SANTO ANGELO,RS,"-28,3006242","-54,2753584",18967
RUA BARAO DO CERRO LARGO,619,97543110,CENTRO,ALEGRETE,RS,"-29,7862481","-55,7915889",18969
ESTRADA CHAPECO FACH DOS ROSA,SN,89804460,EFAPI,CHAPECO,SC,"-27,1009343","-52,615699",18971
RUA VICENTE DA FONTOURA,1470,90640002,RIO BRANCO,PORTO ALEGRE,RS,"-30,0475888","-51,1999029",18973
RUA LINDFOLFO COLOR,660,45650780,MALHADO,ILHEUS,BA,"-14,7864049","-39,0464169",18975
RUA CAPITAO AUGUSTO VIDAL,3610,88131050,CENTRO,PALHOCA,SC,"-27,651979","-48,6705562",18977
AVENIDA DOUTOR CRISTIANO GUIMARAES,72,31720300,PLANALTO,BELO HORIZONTE,MG,"-19,8223645","-43,952408",18979
RUA GAMA CRUZ,266,37701411,VILA CRUZ,POCOS DE CALDAS,MG,"-21,7823856","-46,5864607",18981
AVENIDA JUDITH LEAO CASTELO RIBEIRO,654,29090630,JARDIM CAMBURI,VITORIA,ES,"-20,2493455","-40,2689553",18983
AVENIDA HEITOR VILLA LOBOS,1850,12245280,JARDIM SAO DIMAS,SAO JOSE DOS CAMPOS,SP,"-23,2047602","-45,8887523",18985
RUA JORGE TIBIRICA,1575,13830970,CENTRO,SANTO ANTONIO DE POSSE,SP,"-22,6050923","-46,9117281",18987
RUA VISCONDE DO RIO BRANCO,1274,18044000,VILA JARDINI,SOROCABA,SP,"-23,5148305","-47,4743864",18988
RUA VIRAJUBA,67,02847085,BRASILANDIA,SAO PAULO,SP,"-23,4679043","-46,6890707",18990
RUA DOUTOR PARMENIO RAMOS,385,14030549,BONFIM PAULISTA,RIBEIRAO PRETO,SP,"-21,2636196","-47,8142624",18991
RUA GABRIEL CUSTODIO,955,14740000,,VIRADOURO,SP,"-20,8721162","-48,295381",18993
ESTRADA URU,SN,87560000,,IPORA,PR,"-24,0022976","-53,7085632",18994
AVENIDA SENADOR SALGADO FILHO,4170,81570000,UBERABA,CURITIBA,PR,"-25,4791366","-49,2254907",18996
AVENIDA PROFESSOR ALFONSO BOVERO,800,05019010,PERDIZES,SAO PAULO,SP,"-23,5389762","-46,6835292",18998
RUA ELEUTERIO MAIA,315,89211595,GUANABARA,JOINVILLE,SC,"-26,3278846","-48,8282923",19000
PASSO DO VALO SITIO DOS VALERIOS,SN,83880000,SITIO DOS VALERIOS,RIO NEGRO,PR,"-26,086847","-49,7798281",19002
RUA PONTA PORA,208,05058000,VILA IPOJUCA,SAO PAULO,SP,"-23,5285579","-46,7068778",19003
RUA CARDEAL ARCOVERDE,1530,05408001,PINHEIROS,SAO PAULO,SP,"-23,560385","-46,6863859",19005
LOCALIDADE AREA ESP,20,70000000,GAMA,BRASILIA,DF,"-15,7942287","-47,8821658",19007
AVENIDA RUI BARBOSA,524,16300000,CENTRO,PENAPOLIS,SP,"-21,4174345","-50,0775221",19008
RUA DOIS,31,08473020,JARDIM IGUATEMI,SAO PAULO,SP,"-23,5847547","-46,4017557",19010
PRACA RIO BRANCO,13,13990000,CENTRO,ESPIRITO SANTO DO PINHAL,SP,"-22,195909","-46,745045",19011
RUA SAO LUIZ,36,09530070,CENTRO,SAO CAETANO DO SUL,SP,"-23,6162237","-46,5686979",19013
RUA OITO,2329,13506737,SANTANA,RIO CLARO,SP,"-22,3942578","-47,5893617",19015
RUA MOGI MIRIM,128,03187040,VILA BERTIOGA,SAO PAULO,SP,"-23,5590481","-46,5782949",19017
RUA 12,160,29105320,SANTA MONICA,VILA VELHA,ES,"-20,3475068","-40,3238908",19018
AVENIDA SAO DE COPACABANA,1052,21853480,COPACABANA,RIO DE JANEIRO,RJ,"-22,9781328","-43,1909571",19019
LOCALIDADE SITIO DA MATA,SN,36350000,ZONA RURAL,SAO TIAGO,MG,"-20,9110705","-44,5085712",19020
AVENIDA SETE DE SETEMBRO,1921,88301201,CENTRO,ITAJAI,SC,"-26,9232399","-48,6523305",19022
RUA CASSIMIRO COSTA,128,45654530,PONTAL,ILHEUS,BA,"-14,8099827","-39,0250775",19023
RUA CORONEL PIO GADELHA,4491,62960000,CENTRO,TABULEIRO DO NORTE,CE,"-5,2542941","-38,1247064",19025
RUA PADRE REUS,19,94930460,VILA REGINA,CACHOEIRINHA,RS,"-29,9511803","-51,1028578",19026
RUA E,75,08210040,CIDADE ADEMAR,SAO PAULO,SP,"-23,2268477","-46,123064",19028
AVENIDA AMAZONAS,700,86975000,CENTRO,MANDAGUARI,PR,"-23,5270874","-51,673688",19030
BECO SAO JOSE,3,36790000,INDAIA,MIRAI,MG,"-21,196919","-42,6141813",19032
LOCALIDADE VILA NOVA,SN,84290000,,SAPOPEMA,PR,"-23,9093991","-50,5795738",19034
AVENIDA SAO PAULO,1503,87890000,CENTRO,TERRA RICA,PR,"-22,7273175","-52,6201946",19036
RUA BELEM,1015,38400642,BOM JESUS,UBERLANDIA,MG,"-18,9034853","-48,2619119",19038
RUA LUIZ MASSULINI,204,15160000,CENTRO,POLONI,SP,"-20,7703838","-49,8342534",19039
RUA CARVALHO DE BRITO,138,34585570,VILA EUGENIO ROSSI,SABARA,MG,"-19,8830229","-43,8584221",19040
RUA RIO DE JANEIRO,450,13216570,JARDIM TARUMA,JUNDIAI,SP,"-23,166804","-46,8697149",19041
ESTRADA QUEBRA CANGALHA,15,26262020,VALE DO IPE,NOVA IGUACU,RJ,"-22,7561319","-43,4607419",19042
AVENIDA MINISTRO ALFREDO NASSER,1299,76470000,SETOR CENTRAL,FORMOSO,GO,"-13,6460599","-48,8871388",19043
PRACA FORTALEZA,153,62760000,POTIU,BATURITE,CE,"-4,3325997","-38,8773164",19045
TRECHO MONTEIRO LOBATO,31,09710130,CENTRO,SAO BERNARDO DO CAMPO,SP,"-23,7301379","-46,5737195",19046
COMUNIDADE SAO DOMINGO I,,69600000,,SAO PAULO DE OLIVENCA,AM,"-3,454282","-68,800056",19047
RUA SAO LUIZ,1655,31035430,SAGRADA FAMILIA,BELO HORIZONTE,MG,"-19,9007475","-43,913388",19048
RODOVIA BR 70,SN,78110798,ZONA RURAL,VARZEA GRANDE,MT,"-15,6421018","-56,1635607",19049
RUA COMPOSITOR ROSIL CAVALCANTI,420O,58075000,,JOAO PESSOA,PB,"-7,1591492","-34,9005486",19051
RUA CAPITAO CARLOS HERINGER,230,36976970,CENTRO,ALTO JEQUITIBA,MG,"-20,4267378","-41,9644965",19053
RUA SANTO EXPEDITO,223,09240425,VILA ALTO DE SANTO ANDRE,SANTO ANDRE,SP,"-23,631407","-46,5214828",19054
RUA CORONEL JOSE PIRES DE ANDRADE,1186,04295001,VILA VERA,SAO PAULO,SP,"-23,6253256","-46,6028168",19056
AVENIDA DJALMA BATISTA,1018,69050010,CHAPADA,MANAUS,AM,"-3,1082824","-60,0236697",19058
AVENIDA DAS AMERICAS,700,22640100,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-23,0078394","-43,441068",19060
RUA PEDRO ALVARES CABRAL,823,26525051,CENTRO,NILOPOLIS,RJ,"-22,8097894","-43,4241473",19061
RUA TOCANTINS,456,95050340,JARDIM AMERICA,CAXIAS DO SUL,RS,"-29,1565627","-51,1699605",19062
RUA DESEMBARGADOR ALBERTO LUZ,164,37410970,CENTRO,TRES CORACOES,MG,"-21,692578","-45,2515461",19063
TRAVESSA CRAVINHOS,6,08563210,JARDIM ESTELA,POA,SP,"-23,531003","-46,3504628",19064
RUA JUVENAL ALVES VILELA,27,34800000,JOSE BRANDAO,CAETE,MG,"-19,8811043","-43,6715585",19065
RUA F,7,49060010,D I A,ARACAJU,SE,"-10,8923526","-37,0929947",19066
AVENIDA MACAPA,485,35164253,VENEZA,IPATINGA,MG,"-19,4673202","-42,532791",19068
RUA PROJETADA II,1183,65400000,CONJUNTO LEA ARCHER,CODO,MA,"-4,4605557","-43,88945",19069
RUA DOUTOR PEDRO RANGEL,88,88304430,SAO JOAO,ITAJAI,SC,"-26,9014152","-48,6781342",19070
RUA AFONSO PENA,28,65415000,CENTRO,COROATA,MA,"-4,1283394","-44,130317",19072
RUA JOSE VICENTE DE BARROS,1360,12061000,PARQUE SANTO ANTONIO,TAUBATE,SP,"-23,00731","-45,554694",19074
RUA VICENTE JOSE LUCAS,258,38980000,CENTRO,TAPIRAI,MG,"-19,8828411","-46,0178574",19076
SIA TRECHO 4,SN,70310500,SETOR INDUST ABASTECIM,BRASILIA,DF,"-15,801519","-47,860297",19077
RUA MINISTRO ABNER VASCONCELOS,489,60000000,AGUA FRIA,FORTALEZA,CE,"-3,7937009","-38,4792034",19078
AVENIDA CAPITAO EUGENIO GABRIEL,442,18740000,LOT D CARMELIA,TAQUARITUBA,SP,"-23,5427236","-49,2486727",19080
RUA JOSE A CASTELO BRANCO,16,08210040,VILA ROMANA,SAO PAULO,SP,"-23,5348552","-46,6997935",19082
AVENIDA ARTHUR FORATINE,530,35052037,N S DAS GRACAS,GOVERNADOR VALADARES,MG,"-18,844017","-41,9473179",19084
AVENIDA NILO PECANHA,364,25025000,PARQUE LAFAIETE,DUQUE DE CAXIAS,RJ,"-22,7866001","-43,3145076",19086
RUA 25 DE JULHO,280,91030270,PASSO DA AREIA,PORTO ALEGRE,RS,"-30,0058149","-51,1827271",19087
RUA ACRE,47,20081000,CENTRO,RIO DE JANEIRO,RJ,"-22,8989893","-43,1812399",19089
RUA BENEDITO COELHO NETTO,63,08210040,ITAQUERA,SAO PAULO,SP,"-23,5483481","-46,4611143",19090
LOCALIDADE RODOVIA CORNELIO PIRES,SN,18530000,VISTA REDONDA,TIETE,SP,"-23,0808171","-47,7219933",19091
RUA AURORA,535,16200113,CENTRO,BIRIGUI,SP,"-21,2994315","-50,3429126",19092
AVENIDA SAGRADA FAMILIA,SN,98805000,HORTENCIA,SANTO ANGELO,RS,"-28,294821","-54,2414315",19093
RUA SANTA CRUZ,75,29122310,GLORIA,VILA VELHA,ES,"-20,3370115","-40,3059393",19095
RUA CIDADE DO RIACHAO,SN,65980000,CENTRO,CAROLINA,MA,"-7,332215","-47,4688039",19097
ESTRADA DE ITAVUVU,SN,18017013,BAIRRO DE ITAVUVU,SOROCABA,SP,"-23,4585519","-47,48008",19099
RUA G,1,91220580,VL NOVA SANTA ROSA,PORTO ALEGRE,RS,"-29,9890782","-51,1948151",19101
RUA CORONEL JOSE INACIO,12,37550000,CENTRO,POUSO ALEGRE,MG,"-22,2319862","-45,938364",19103
RUA BARAO DE ITAMARACA,36,52020070,ESPINHEIRO,RECIFE,PE,"-8,0427477","-34,8944242",19105
RUA ANDIRA,1603,61600000,PARQUE POTIRA,CAUCAIA,CE,"-3,7510258","-38,629891",19106
AVENIDA LUIZ PEQUINI,1489,09780250,SANTA TEREZINHA,SAO BERNARDO DO CAMPO,SP,"-23,7112684","-46,5301728",19107
RUA CINCO,SN,24800000,MANILHAS,ITABORAI,RJ,"-22,6848223","-42,8144356",19108
RUA BUENOS AIRES,84,20070022,CENTRO,RIO DE JANEIRO,RJ,"-22,9028437","-43,1793952",19110
RUA DOS TIMBIRAS,502,01000000,SANTA EFIGENIA,SAO PAULO,SP,"-23,5413081","-46,6407848",19112
RUA 7 DE SETEMBRO,758,17250000,CENTRO,BARIRI,SP,"-22,0729024","-48,7434242",19113
RUA DOUTOR FRANCISCO DE BARROS,231,36770022,CENTRO,CATAGUASES,MG,"-21,390039","-42,696098",19115
RUA GOIAS,304,35502027,IPIRANGA,DIVINOPOLIS,MG,"-20,1464408","-44,8885631",19117
RUA IRMAOS D ANGELO,99,25685330,CENTRO,PETROPOLIS,RJ,"-22,5089633","-43,1768613",19119
RUA LIBERATO BARROSO,307,60030160,CENTRO,FORTALEZA,CE,"-3,7273203","-38,5306034",19121
RUA ANTONIO CARLOS,70,35430375,CENTRO,PONTE NOVA,MG,"-20,4164011","-42,9076702",19122
AVENIDA EDSON,368,24430380,QUINTO,SAO GONCALO,RJ,"-22,8676092","-43,0404242",19124
RUA BARBARA HELIODORA,885,35010040,CENTRO,GOVERNADOR VALADARES,MG,"-18,8574026","-41,9490726",19126
RUA DOMENICO SONEGO,541,88804050,SANTA BARBARA,CRICIUMA,SC,"-28,6873796","-49,3813193",19128
RUA RIO GRANDE DO SUL,SN,84940000,VILA BARBOSA,SIQUEIRA CAMPOS,PR,"-23,6872493","-49,8260538",19130
RUA SAO MANOEL,2104,90620110,RIO BRANCO,PORTO ALEGRE,RS,"-30,0517754","-51,1994281",19132
RUA VITALINO BATISTA DE ANDRADE,76,93214590,CENTRO,SAPUCAIA DO SUL,RS,"-29,8229742","-51,1570713",19133
AVENIDA JOAO PESSOA,540,95680000,CENTRO,CANELA,RS,"-29,3570065","-50,8075114",19135
RUA EDUARDO COTRIM,517,27511010,LAVA PES,RESENDE,RJ,"-22,4726187","-44,4429557",19137
RUA NEUZA BORGES CUNHA,10,37950000,CONJ H MONS MANCINI,SAO SEBASTIAO DO PARAISO,MG,"-20,9109406","-46,9870801",19139
PRACA BENEDITO VALADARES,33,36950000,CENTRO,IPANEMA,MG,"-19,7995283","-41,7168497",19140
RUA DONA PRIMITIVA VIANCO,1045,06010000,CENTRO,OSASCO,SP,"-23,5376238","-46,7759351",19142
RUA DEZESSETE,71,31985180,DOM SILVERIO,BELO HORIZONTE,MG,"-19,8262571","-43,9286062",19143
ESTRADA DA QUINTA DIVISAO,84,09401010,B OURO F PAULISTA,RIBEIRAO PIRES,SP,"-23,6837783","-46,3436469",19144
AVENIDA ALVORADA,3000,21853480,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-23,0013325","-43,3660535",19146
AVENIDA JUSCELINO KUBITSCHEK,3040,85853000,SEDE,FOZ DO IGUACU,PR,"-25,5170351","-54,5846339",19148
RUA JOSE FRANCISCO LAURINDO,1966,88370573,SAO DOMINGOS,NAVEGANTES,SC,"-26,8786524","-48,6802543",19150
RUA DOUTOR PAULA E SILVA,625,86420000,CENTRO,CARLOPOLIS,PR,"-23,4268591","-49,719978",19152
AVENIDA TUIUTI,1319,87040360,VILA MORANGUEIRA,MARINGA,PR,"-23,4166974","-51,905433",19154
RUA PRUDENTE DE MORAIS,764,14015100,CENTRO,RIBEIRAO PRETO,SP,"-21,1810742","-47,8094094",19155
RUA SAO CAETANO,241,01104001,LUZ,SAO PAULO,SP,"-23,5347626","-46,6306938",19156
RUA DOUTOR PEREIRA NETO,600,91920530,TRISTEZA,PORTO ALEGRE,RS,"-30,1104692","-51,2466352",19158
RUA MANUEL LUCAS DE OLIVEIRA,93,96030370,FRAGATA,PELOTAS,RS,"-31,7655394","-52,358426",19159
RUA ATILIO BONOTTO,345,95300000,VILA NUNES,LAGOA VERMELHA,RS,"-28,2092212","-51,5256087",19161
RUA COROADOS,263,94940070,VILA MONTE CARLO,CACHOEIRINHA,RS,"-29,9365722","-51,0860124",19163
AVENIDA GENERAL NETTO,554,99010022,CENTRO,PASSO FUNDO,RS,"-28,2612222","-52,4081942",19165
RUA PRINCIPAL,SN,36820000,BOM JESUS,DIVINO,MG,"-20,6155413","-42,1479013",19166
RUA ANTONIO BEZERRA,51,28540000,JARDIM DE ALAH,CORDEIRO,RJ,"-22,0150081","-42,3667954",19167
AVENIDA EGIDIO FRANC RODRIGUES,170,75200000,N SRA DE LOURDES,PIRES DO RIO,GO,"-17,2925624","-48,2808382",19169
AVENIDA MACAPA,350,35164253,VENEZA,IPATINGA,MG,"-19,4690991","-42,5314675",19171
AVENIDA CRISTIANO REIS M FILHO,817,27321740,VISTA ALEGRE,BARRA MANSA,RJ,"-22,5102889","-44,1958736",19172
RUA PROFESSOR ANTONIO AMARO,11,36500000,,UBA,MG,"-21,1228179","-42,9444623",19174
RUA FERNANDO FALCAO,780,03180000,VILA CLAUDIA,SAO PAULO,SP,"-23,5606155","-46,5870487",19175
RUA ANDRADE FERNANDES,97,05449050,VILA MADALENA,SAO PAULO,SP,"-23,544729","-46,7060488",19177
RUA DOUTOR FERNANDO ARENS,450,13160970,VILA QUEIROZ,ARTUR NOGUEIRA,SP,"-22,5759847","-47,1691736",19179
BR 40,,30670565,TREVO,BELO HORIZONTE,MG,"-19,9636049","-43,9987026",19181
RUA UBERABA,86,38500000,LANGONI,MONTE CARMELO,MG,"-18,7342524","-47,5038039",19183
LOCALIDADE EST GUARUJA BERTNIOGA,SN,11410000,PRAIA DO PEREQUE,GUARUJA,SP,"-23,9949104","-46,2568758",19184
RUA SAO JORGE,40,07114350,JARDIM SAO JORGE,GUARULHOS,SP,"-23,532825","-46,5644398",19186
RUA MARIA DAFFRE,338,03150020,QUINTA DA PAINEIRA,SAO PAULO,SP,"-23,5848899","-46,5882784",19188
AVENIDA DONA MARIA ELISA,500,13405190,VILA REZENDE,PIRACICABA,SP,"-22,7157471","-47,6556207",19190
ESTRADA MUNICIPAL PACAEMBU MIRANDOPOL,SN,17860000,,PACAEMBU,SP,"-21,5587453","-51,2621469",19192
RUA SILVA JARDIM,1,16010340,CENTRO,ARACATUBA,SP,"-21,2076121","-50,4369317",19194
RUA PAULO DE AVELAR,1175,02243010,VILA DOM PEDRO II,SAO PAULO,SP,"-23,4915703","-46,5992602",19196
RUA DOS ANDRADAS,241,01208000,SANTA EFIGENIA,SAO PAULO,SP,"-23,5381139","-46,6382136",19198
RUA THALES SANTOS FREIRE,923,09772040,BAETA NEVES,SAO BERNARDO DO CAMPO,SP,"-23,6849417","-46,5451838",19199
RUA JOAO FRANSNER PIONEIRO,450,89260160,CENTRO,JARAGUA DO SUL,SC,"-26,4822209","-49,073477",19200
RUA 13 DE MAIO,626,17300000,CENTRO,DOIS CORREGOS,SP,"-22,3677944","-48,3836951",19201
RUA PEDRO NOEL,104,04703030,JARDIM DAS ACACIAS,SAO PAULO,SP,"-23,6213276","-46,6928432",19202
RODOVIA PRT 280,SN,85525000,MARIOPOLIS,MARIOPOLIS,PR,"-26,3569408","-52,5541594",19203
RUA MOZART PINTO,336,62700000,CENTRO,CANINDE,CE,"-4,3585018","-39,315496",19205
RUA ASSUNCAO,366,25075090,JARDIM VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS,RJ,"-22,7869796","-43,3046776",19207
RUA CARMEM PONTE MARCOLINO,815,25635240,ALTO DA SERRA,PETROPOLIS,RJ,"-22,5302882","-43,1789466",19208
RUA DEZOITO DE DEZEMBRO,137,32341470,NOVO ELDORADO,CONTAGEM,MG,"-19,9298665","-44,0586907",19210
RUA XV DE NOVEMBRO,3280,15042102,CENTRO,SAO JOSE DO RIO PRETO,SP,"-20,8143227","-49,381423",19212
RUA JOAO IRIA NOGUEIRA,38,37800000,VIL A SANTO ANTONIO,GUAXUPE,MG,"-21,3149956","-46,7077546",19214
AVENIDA JOAO VALERIO,148,69053080,NOSSA SRA DAS GRACAS,MANAUS,AM,"-3,1067361","-60,024834",19216
AVENIDA MEIRA VASCONCELOS,150,55720000,CENTRO,JOAO ALFREDO,PE,"-7,8624387","-35,5907807",19218
RUA DOUTOR CEZARE ARDIZZONI,156,95043210,NOSSA SENHORA DE FATIMA,CAXIAS DO SUL,RS,"-29,1634031","-51,1796683",19219
AVENIDA AUGUSTO DE LIMA,744,30190001,CENTRO,BELO HORIZONTE,MG,"-19,922907","-43,9430718",19221
RUA REBOUCAS,484,86060330,,LONDRINA,PR,"-23,3059051","-51,1778554",19223
RUA 14 DE MARCO,30,40301155,URUGUAI,SALVADOR,BA,"-12,9244366","-38,4380919",19225
SOLDADO SUL,,70310500,ASA SUL,BRASILIA,DF,"-15,7942287","-47,8821658",19226
AVENIDA PADRE ANTONIO,1025,89874000,CENTRO,MARAVILHA,SC,"-26,7713085","-53,1838481",19228
TRAVESSA SAO PEDRO I,22,49069210,PORTO D ANTAS,ARACAJU,SE,"-10,9118286","-37,0590622",19229
AVENIDA DOUTOR PAULO MOUTRAM,592,13208360,JARDIM PAULISTA I,JUNDIAI,SP,"-23,2031339","-46,8959159",19231
AVENIDA SAUDADE,37,13280000,JARDIM EMILIA,VINHEDO,SP,"-23,0283263","-46,9793687",19232
AVENIDA PRESIDENTE TANCREDO NEVES,786,32400000,PALMARES SECAO 1,IBIRITE,MG,"-19,9919419","-44,0684354",19233
RUA JARAGUA,804,74515040,CAMPINAS,GOIANIA,GO,"-16,6741294","-49,2947533",19235
RUA PRINCIPAL,SN,39300971,CENTRO,SAO FRANCISCO,MG,"-15,9675851","-44,8537452",19237
AVENIDA DOS IMIGRANTES,352,78275000,CENTRO,RIO BRANCO,MT,"-15,2417427","-58,117242",19238
AVENIDA MIRIM,56,06429140,RESIDENCIAL DAS ESTRELAS,BARUERI,SP,"-23,4906051","-46,955992",19240
RUA CALDRE E FIAO,479,90660110,SANTO ANTONIO,PORTO ALEGRE,RS,"-30,0648263","-51,2014093",19242
RUA ENOQUE MARTINS,243,62815000,CENTRO,FORTIM,CE,"-4,4618868","-37,8019375",19244
AVENIDA BRIG FARIA LIMA,1191,01489900,JARDIM PAULISTANO,SAO PAULO,SP,"-23,5680311","-46,6924098",19245
CLS 102 BLOCO B,SN,70330000,ASA SUL,BRASILIA,DF,"-15,8023159","-47,8889784",19247
RUA PADRE PEDRO,179,39390000,BOM FIM,BOCAIUVA,MG,"-17,1069267","-43,8150433",19248
RUA ANICETE LIMA,34,49260000,CENTRO,UMBAUBA,SE,"-11,3811601","-37,6613985",19249
RUA DAS MARGARIDAS,120,18170000,COTIANOS,PIEDADE,SP,"-23,7240687","-47,4180577",19250
RUA PASSA TEMPO,900,32675814,VILA CRISTINA,BETIM,MG,"-19,9358127","-44,1319162",19251
AVENIDA DIOGUINHO,3100,60182125,VICENTE PINZON,FORTALEZA,CE,"-3,7439577","-38,4522807",19252
FST ESTRADA AC,1,69900000,TRIANGULO,RIO BRANCO,AC,"-9,9817384","-67,8071565",19254
RUA BRASIL,470,68555101,CENTRO,XINGUARA,PA,"-7,1047654","-49,9422172",19256
